* Measurement data measured by REW V5.19
* Source: Input device not selected, no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -20.0 dBFS  With no timing reference
* Dated: Dec 21, 2020 11:50:41 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: FD5 (R) narrow; triple L
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
15285.645, 88.162, 90.854
15286.011, 88.168, 90.847
15286.377, 88.174, 90.814
15286.743, 88.178, 90.762
15287.109, 88.180, 90.704
15287.476, 88.178, 90.656
15287.842, 88.176, 90.620
15288.208, 88.175, 90.596
15288.574, 88.174, 90.577
15288.940, 88.174, 90.561
15289.307, 88.175, 90.547
15289.673, 88.177, 90.534
15290.039, 88.180, 90.517
15290.405, 88.184, 90.489
15290.771, 88.188, 90.448
15291.138, 88.190, 90.402
15291.504, 88.190, 90.359
15291.870, 88.189, 90.329
15292.236, 88.189, 90.309
15292.603, 88.191, 90.292
15292.969, 88.194, 90.268
15293.335, 88.196, 90.238
15293.701, 88.197, 90.209
15294.067, 88.199, 90.188
15294.434, 88.202, 90.169
15294.800, 88.207, 90.141
15295.166, 88.211, 90.094
15295.532, 88.213, 90.032
15295.898, 88.210, 89.974
15296.265, 88.205, 89.940
15296.631, 88.200, 89.939
15296.997, 88.199, 89.956
15297.363, 88.203, 89.964
15297.729, 88.209, 89.946
15298.096, 88.213, 89.904
15298.462, 88.213, 89.858
15298.828, 88.211, 89.828
15299.194, 88.210, 89.818
15299.561, 88.212, 89.813
15299.927, 88.216, 89.795
15300.293, 88.221, 89.756
15300.659, 88.223, 89.703
15301.025, 88.222, 89.653
15301.392, 88.219, 89.618
15301.758, 88.218, 89.599
15302.124, 88.218, 89.585
15302.490, 88.220, 89.567
15302.856, 88.223, 89.544
15303.223, 88.225, 89.518
15303.589, 88.227, 89.492
15303.955, 88.230, 89.465
15304.321, 88.232, 89.434
15304.688, 88.234, 89.400
15305.054, 88.236, 89.367
15305.420, 88.237, 89.338
15305.786, 88.239, 89.312
15306.152, 88.241, 89.283
15306.519, 88.243, 89.247
15306.885, 88.244, 89.204
15307.251, 88.243, 89.164
15307.617, 88.241, 89.135
15307.983, 88.240, 89.120
15308.350, 88.241, 89.111
15308.716, 88.244, 89.092
15309.082, 88.248, 89.057
15309.448, 88.249, 89.006
15309.814, 88.248, 88.953
15310.181, 88.245, 88.911
15310.547, 88.241, 88.888
15310.913, 88.238, 88.884
15311.279, 88.237, 88.889
15311.646, 88.240, 88.894
15312.012, 88.245, 88.890
15312.378, 88.250, 88.875
15312.744, 88.256, 88.849
15313.110, 88.261, 88.818
15313.477, 88.266, 88.783
15313.843, 88.270, 88.746
15314.209, 88.275, 88.707
15314.575, 88.279, 88.664
15314.941, 88.283, 88.619
15315.308, 88.285, 88.572
15315.674, 88.287, 88.527
15316.040, 88.289, 88.482
15316.406, 88.290, 88.439
15316.772, 88.290, 88.396
15317.139, 88.289, 88.356
15317.505, 88.287, 88.320
15317.871, 88.285, 88.293
15318.237, 88.282, 88.276
15318.604, 88.280, 88.268
15318.970, 88.280, 88.267
15319.336, 88.281, 88.269
15319.702, 88.284, 88.270
15320.068, 88.288, 88.261
15320.435, 88.294, 88.238
15320.801, 88.300, 88.196
15321.167, 88.303, 88.140
15321.533, 88.304, 88.079
15321.899, 88.302, 88.027
15322.266, 88.299, 87.991
15322.632, 88.297, 87.970
15322.998, 88.296, 87.961
15323.364, 88.297, 87.954
15323.730, 88.299, 87.943
15324.097, 88.303, 87.926
15324.463, 88.307, 87.898
15324.829, 88.311, 87.861
15325.195, 88.313, 87.814
15325.562, 88.314, 87.763
15325.928, 88.313, 87.716
15326.294, 88.311, 87.680
15326.660, 88.308, 87.656
15327.026, 88.307, 87.638
15327.393, 88.308, 87.617
15327.759, 88.308, 87.591
15328.125, 88.308, 87.560
15328.491, 88.307, 87.532
15328.857, 88.307, 87.512
15329.224, 88.307, 87.496
15329.590, 88.310, 87.476
15329.956, 88.314, 87.444
15330.322, 88.317, 87.401
15330.688, 88.319, 87.353
15331.055, 88.320, 87.310
15331.421, 88.321, 87.274
15331.787, 88.324, 87.238
15332.153, 88.327, 87.194
15332.520, 88.329, 87.141
15332.886, 88.330, 87.088
15333.252, 88.329, 87.046
15333.618, 88.328, 87.021
15333.984, 88.330, 87.006
15334.351, 88.334, 86.986
15334.717, 88.338, 86.949
15335.083, 88.340, 86.899
15335.449, 88.339, 86.854
15335.815, 88.336, 86.830
15336.182, 88.335, 86.828
15336.548, 88.337, 86.833
15336.914, 88.342, 86.821
15337.280, 88.347, 86.780
15337.646, 88.348, 86.722
15338.013, 88.344, 86.673
15338.379, 88.338, 86.656
15338.745, 88.334, 86.670
15339.111, 88.336, 86.691
15339.478, 88.343, 86.687
15339.844, 88.350, 86.644
15340.210, 88.353, 86.575
15340.576, 88.350, 86.508
15340.942, 88.345, 86.471
15341.309, 88.342, 86.463
15341.675, 88.344, 86.462
15342.041, 88.350, 86.440
15342.407, 88.355, 86.386
15342.773, 88.357, 86.317
15343.140, 88.354, 86.261
15343.506, 88.350, 86.239
15343.872, 88.349, 86.248
15344.238, 88.355, 86.259
15344.604, 88.366, 86.238
15344.971, 88.377, 86.172
15345.337, 88.383, 86.074
15345.703, 88.381, 85.975
15346.069, 88.375, 85.905
15346.436, 88.368, 85.878
15346.802, 88.364, 85.881
15347.168, 88.365, 85.890
15347.534, 88.370, 85.881
15347.900, 88.375, 85.846
15348.267, 88.378, 85.792
15348.633, 88.377, 85.737
15348.999, 88.373, 85.698
15349.365, 88.369, 85.682
15349.731, 88.366, 85.687
15350.098, 88.368, 85.697
15350.464, 88.372, 85.696
15350.830, 88.379, 85.673
15351.196, 88.384, 85.628
15351.562, 88.386, 85.571
15351.929, 88.385, 85.519
15352.295, 88.383, 85.481
15352.661, 88.382, 85.458
15353.027, 88.383, 85.436
15353.394, 88.386, 85.405
15353.760, 88.387, 85.360
15354.126, 88.387, 85.309
15354.492, 88.384, 85.269
15354.858, 88.380, 85.249
15355.225, 88.379, 85.246
15355.591, 88.381, 85.246
15355.957, 88.386, 85.229
15356.323, 88.391, 85.189
15356.689, 88.394, 85.131
15357.056, 88.394, 85.073
15357.422, 88.392, 85.029
15357.788, 88.391, 85.001
15358.154, 88.391, 84.981
15358.521, 88.394, 84.954
15358.887, 88.396, 84.916
15359.253, 88.397, 84.872
15359.619, 88.397, 84.833
15359.985, 88.397, 84.804
15360.352, 88.398, 84.781
15360.718, 88.401, 84.753
15361.084, 88.404, 84.713
15361.450, 88.405, 84.666
15361.816, 88.404, 84.626
15362.183, 88.401, 84.605
15362.549, 88.401, 84.601
15362.915, 88.404, 84.601
15363.281, 88.410, 84.585
15363.647, 88.415, 84.547
15364.014, 88.418, 84.496
15364.380, 88.418, 84.447
15364.746, 88.417, 84.410
15365.112, 88.417, 84.382
15365.479, 88.418, 84.355
15365.845, 88.419, 84.322
15366.211, 88.420, 84.284
15366.577, 88.420, 84.249
15366.943, 88.420, 84.217
15367.310, 88.422, 84.182
15367.676, 88.423, 84.137
15368.042, 88.423, 84.085
15368.408, 88.421, 84.038
15368.774, 88.418, 84.011
15369.141, 88.418, 84.002
15369.507, 88.421, 83.994
15369.873, 88.426, 83.966
15370.239, 88.431, 83.911
15370.605, 88.431, 83.847
15370.972, 88.428, 83.800
15371.338, 88.424, 83.790
15371.704, 88.424, 83.806
15372.070, 88.429, 83.821
15372.437, 88.439, 83.806
15372.803, 88.448, 83.751
15373.169, 88.452, 83.673
15373.535, 88.451, 83.596
15373.901, 88.446, 83.540
15374.268, 88.441, 83.506
15374.634, 88.437, 83.485
15375.000, 88.434, 83.469
15375.366, 88.430, 83.456
15375.732, 88.428, 83.450
15376.099, 88.427, 83.453
15376.465, 88.428, 83.456
15376.831, 88.432, 83.447
15377.197, 88.438, 83.416
15377.563, 88.442, 83.364
15377.930, 88.444, 83.300
15378.296, 88.442, 83.241
15378.662, 88.439, 83.199
15379.028, 88.437, 83.177
15379.395, 88.437, 83.166
15379.761, 88.441, 83.149
15380.127, 88.447, 83.113
15380.493, 88.452, 83.056
15380.859, 88.454, 82.989
15381.226, 88.453, 82.931
15381.592, 88.451, 82.893
15381.958, 88.450, 82.874
15382.324, 88.452, 82.859
15382.690, 88.456, 82.833
15383.057, 88.460, 82.790
15383.423, 88.462, 82.737
15383.789, 88.462, 82.686
15384.155, 88.460, 82.647
15384.521, 88.459, 82.617
15384.888, 88.459, 82.592
15385.254, 88.459, 82.566
15385.620, 88.460, 82.539
15385.986, 88.461, 82.511
15386.353, 88.463, 82.482
15386.719, 88.466, 82.446
15387.085, 88.468, 82.401
15387.451, 88.469, 82.349
15387.817, 88.469, 82.300
15388.184, 88.468, 82.260
15388.550, 88.468, 82.229
15388.916, 88.469, 82.200
15389.282, 88.471, 82.166
15389.648, 88.472, 82.127
15390.015, 88.473, 82.091
15390.381, 88.473, 82.063
15390.747, 88.474, 82.043
15391.113, 88.477, 82.019
15391.479, 88.480, 81.984
15391.846, 88.481, 81.937
15392.212, 88.480, 81.889
15392.578, 88.477, 81.854
15392.944, 88.474, 81.837
15393.311, 88.473, 81.833
15393.677, 88.474, 81.829
15394.043, 88.476, 81.814
15394.409, 88.479, 81.786
15394.775, 88.481, 81.750
15395.142, 88.482, 81.711
15395.508, 88.483, 81.670
15395.874, 88.484, 81.627
15396.240, 88.484, 81.580
15396.606, 88.484, 81.532
15396.973, 88.484, 81.483
15397.339, 88.484, 81.433
15397.705, 88.483, 81.380
15398.071, 88.482, 81.322
15398.438, 88.478, 81.268
15398.804, 88.472, 81.233
15399.170, 88.466, 81.226
15399.536, 88.464, 81.245
15399.902, 88.468, 81.271
15400.269, 88.476, 81.278
15400.635, 88.486, 81.252
15401.001, 88.493, 81.198
15401.367, 88.497, 81.137
15401.733, 88.498, 81.089
15402.100, 88.499, 81.060
15402.466, 88.502, 81.034
15402.832, 88.508, 80.991
15403.198, 88.512, 80.924
15403.564, 88.511, 80.844
15403.931, 88.506, 80.777
15404.297, 88.499, 80.744
15404.663, 88.494, 80.742
15405.029, 88.494, 80.747
15405.396, 88.498, 80.730
15405.762, 88.503, 80.679
15406.128, 88.503, 80.605
15406.494, 88.498, 80.536
15406.860, 88.491, 80.497
15407.227, 88.484, 80.491
15407.593, 88.483, 80.503
15407.959, 88.487, 80.504
15408.325, 88.492, 80.477
15408.691, 88.497, 80.422
15409.058, 88.499, 80.355
15409.424, 88.497, 80.295
15409.790, 88.493, 80.254
15410.156, 88.491, 80.232
15410.522, 88.491, 80.219
15410.889, 88.493, 80.205
15411.255, 88.497, 80.181
15411.621, 88.501, 80.146
15411.987, 88.505, 80.103
15412.354, 88.507, 80.054
15412.720, 88.509, 80.004
15413.086, 88.510, 79.956
15413.452, 88.510, 79.912
15413.818, 88.509, 79.872
15414.185, 88.509, 79.838
15414.551, 88.509, 79.809
15414.917, 88.510, 79.783
15415.283, 88.511, 79.755
15415.649, 88.514, 79.722
15416.016, 88.516, 79.679
15416.382, 88.517, 79.629
15416.748, 88.516, 79.581
15417.114, 88.514, 79.544
15417.480, 88.513, 79.523
15417.847, 88.514, 79.511
15418.213, 88.517, 79.493
15418.579, 88.523, 79.454
15418.945, 88.527, 79.391
15419.312, 88.528, 79.317
15419.678, 88.524, 79.252
15420.044, 88.519, 79.212
15420.410, 88.515, 79.198
15420.776, 88.516, 79.193
15421.143, 88.519, 79.177
15421.509, 88.523, 79.138
15421.875, 88.525, 79.082
15422.241, 88.524, 79.026
15422.607, 88.520, 78.989
15422.974, 88.518, 78.973
15423.340, 88.519, 78.967
15423.706, 88.523, 78.950
15424.072, 88.527, 78.911
15424.438, 88.530, 78.852
15424.805, 88.530, 78.786
15425.171, 88.527, 78.731
15425.537, 88.522, 78.695
15425.903, 88.518, 78.677
15426.270, 88.516, 78.669
15426.636, 88.517, 78.663
15427.002, 88.519, 78.652
15427.368, 88.523, 78.630
15427.734, 88.528, 78.592
15428.101, 88.532, 78.536
15428.467, 88.533, 78.466
15428.833, 88.531, 78.396
15429.199, 88.525, 78.345
15429.565, 88.519, 78.325
15429.932, 88.517, 78.331
15430.298, 88.520, 78.342
15430.664, 88.527, 78.330
15431.030, 88.535, 78.282
15431.396, 88.539, 78.208
15431.763, 88.539, 78.132
15432.129, 88.536, 78.079
15432.495, 88.533, 78.053
15432.861, 88.534, 78.040
15433.228, 88.539, 78.016
15433.594, 88.544, 77.966
15433.960, 88.546, 77.899
15434.326, 88.544, 77.836
15434.692, 88.540, 77.795
15435.059, 88.536, 77.780
15435.425, 88.536, 77.777
15435.791, 88.539, 77.769
15436.157, 88.543, 77.747
15436.523, 88.546, 77.713
15436.890, 88.548, 77.678
15437.256, 88.550, 77.644
15437.622, 88.553, 77.609
15437.988, 88.556, 77.565
15438.354, 88.558, 77.510
15438.721, 88.558, 77.450
15439.087, 88.556, 77.394
15439.453, 88.553, 77.350
15439.819, 88.551, 77.315
15440.186, 88.550, 77.280
15440.552, 88.549, 77.238
15440.918, 88.547, 77.191
15441.284, 88.544, 77.148
15441.650, 88.540, 77.116
15442.017, 88.537, 77.098
15442.383, 88.536, 77.087
15442.749, 88.538, 77.072
15443.115, 88.541, 77.042
15443.481, 88.544, 76.999
15443.848, 88.545, 76.946
15444.214, 88.545, 76.893
15444.580, 88.544, 76.846
15444.946, 88.542, 76.807
15445.312, 88.541, 76.775
15445.679, 88.540, 76.750
15446.045, 88.541, 76.729
15446.411, 88.544, 76.709
15446.777, 88.548, 76.682
15447.144, 88.554, 76.642
15447.510, 88.559, 76.584
15447.876, 88.562, 76.514
15448.242, 88.562, 76.442
15448.608, 88.559, 76.381
15448.975, 88.556, 76.338
15449.341, 88.553, 76.312
15449.707, 88.553, 76.293
15450.073, 88.555, 76.269
15450.439, 88.557, 76.234
15450.806, 88.558, 76.192
15451.172, 88.557, 76.151
15451.538, 88.556, 76.119
15451.904, 88.555, 76.097
15452.271, 88.557, 76.078
15452.637, 88.559, 76.051
15453.003, 88.562, 76.009
15453.369, 88.563, 75.955
15453.735, 88.561, 75.900
15454.102, 88.556, 75.863
15454.468, 88.552, 75.855
15454.834, 88.550, 75.872
15455.200, 88.555, 75.894
15455.566, 88.565, 75.891
15455.933, 88.577, 75.842
15456.299, 88.586, 75.746
15456.665, 88.587, 75.630
15457.031, 88.581, 75.528
15457.397, 88.572, 75.467
15457.764, 88.564, 75.449
15458.130, 88.560, 75.453
15458.496, 88.561, 75.449
15458.862, 88.564, 75.423
15459.229, 88.565, 75.380
15459.595, 88.564, 75.339
15459.961, 88.562, 75.313
15460.327, 88.563, 75.297
15460.693, 88.566, 75.273
15461.060, 88.570, 75.225
15461.426, 88.571, 75.152
15461.792, 88.567, 75.076
15462.158, 88.559, 75.022
15462.524, 88.550, 75.006
15462.891, 88.544, 75.024
15463.257, 88.544, 75.052
15463.623, 88.550, 75.062
15463.989, 88.558, 75.038
15464.355, 88.565, 74.982
15464.722, 88.568, 74.905
15465.088, 88.568, 74.824
15465.454, 88.565, 74.752
15465.820, 88.561, 74.695
15466.187, 88.556, 74.654
15466.553, 88.551, 74.629
15466.919, 88.548, 74.620
15467.285, 88.549, 74.619
15467.651, 88.553, 74.615
15468.018, 88.560, 74.592
15468.384, 88.567, 74.540
15468.750, 88.572, 74.462
15469.116, 88.572, 74.377
15469.482, 88.568, 74.310
15469.849, 88.562, 74.278
15470.215, 88.559, 74.275
15470.581, 88.561, 74.277
15470.947, 88.567, 74.255
15471.313, 88.572, 74.199
15471.680, 88.573, 74.121
15472.046, 88.569, 74.050
15472.412, 88.561, 74.011
15472.778, 88.555, 74.005
15473.145, 88.554, 74.014
15473.511, 88.556, 74.010
15473.877, 88.561, 73.979
15474.243, 88.563, 73.927
15474.609, 88.563, 73.870
15474.976, 88.561, 73.822
15475.342, 88.559, 73.784
15475.708, 88.558, 73.749
15476.074, 88.559, 73.708
15476.440, 88.559, 73.661
15476.807, 88.559, 73.614
15477.173, 88.558, 73.571
15477.539, 88.559, 73.530
15477.905, 88.560, 73.486
15478.271, 88.560, 73.439
15478.638, 88.561, 73.393
15479.004, 88.561, 73.351
15479.370, 88.562, 73.314
15479.736, 88.564, 73.273
15480.103, 88.566, 73.221
15480.469, 88.566, 73.161
15480.835, 88.563, 73.107
15481.201, 88.558, 73.074
15481.567, 88.554, 73.066
15481.934, 88.553, 73.069
15482.300, 88.555, 73.064
15482.666, 88.559, 73.036
15483.032, 88.560, 72.990
15483.398, 88.558, 72.944
15483.765, 88.554, 72.914
15484.131, 88.551, 72.905
15484.497, 88.551, 72.903
15484.863, 88.554, 72.886
15485.229, 88.558, 72.842
15485.596, 88.561, 72.774
15485.962, 88.559, 72.698
15486.328, 88.554, 72.631
15486.694, 88.548, 72.586
15487.061, 88.543, 72.564
15487.427, 88.541, 72.556
15487.793, 88.543, 72.547
15488.159, 88.548, 72.521
15488.525, 88.555, 72.468
15488.892, 88.561, 72.386
15489.258, 88.562, 72.289
15489.624, 88.560, 72.197
15489.990, 88.554, 72.127
15490.356, 88.548, 72.085
15490.723, 88.545, 72.062
15491.089, 88.544, 72.041
15491.455, 88.545, 72.011
15491.821, 88.545, 71.974
15492.188, 88.544, 71.940
15492.554, 88.543, 71.917
15492.920, 88.543, 71.906
15493.286, 88.546, 71.895
15493.652, 88.550, 71.870
15494.019, 88.555, 71.826
15494.385, 88.558, 71.767
15494.751, 88.558, 71.705
15495.117, 88.557, 71.648
15495.483, 88.555, 71.599
15495.850, 88.553, 71.553
15496.216, 88.550, 71.509
15496.582, 88.547, 71.469
15496.948, 88.543, 71.434
15497.314, 88.540, 71.408
15497.681, 88.538, 71.389
15498.047, 88.536, 71.373
15498.413, 88.536, 71.357
15498.779, 88.537, 71.340
15499.146, 88.539, 71.324
15499.512, 88.542, 71.306
15499.878, 88.547, 71.278
15500.244, 88.553, 71.234
15500.610, 88.558, 71.171
15500.977, 88.560, 71.097
15501.343, 88.560, 71.026
15501.709, 88.557, 70.970
15502.075, 88.554, 70.932
15502.441, 88.554, 70.904
15502.808, 88.556, 70.868
15503.174, 88.558, 70.811
15503.540, 88.558, 70.738
15503.906, 88.553, 70.666
15504.272, 88.545, 70.619
15504.639, 88.537, 70.607
15505.005, 88.532, 70.624
15505.371, 88.534, 70.643
15505.737, 88.540, 70.637
15506.104, 88.547, 70.594
15506.470, 88.551, 70.521
15506.836, 88.550, 70.441
15507.202, 88.545, 70.375
15507.568, 88.539, 70.331
15507.935, 88.534, 70.306
15508.301, 88.531, 70.288
15508.667, 88.529, 70.271
15509.033, 88.529, 70.255
15509.399, 88.530, 70.237
15509.766, 88.533, 70.212
15510.132, 88.537, 70.169
15510.498, 88.541, 70.101
15510.864, 88.542, 70.015
15511.230, 88.537, 69.930
15511.597, 88.530, 69.867
15511.963, 88.522, 69.836
15512.329, 88.518, 69.829
15512.695, 88.518, 69.825
15513.062, 88.520, 69.805
15513.428, 88.523, 69.765
15513.794, 88.525, 69.714
15514.160, 88.524, 69.665
15514.526, 88.523, 69.629
15514.893, 88.522, 69.604
15515.259, 88.524, 69.582
15515.625, 88.528, 69.554
15515.991, 88.532, 69.513
15516.357, 88.535, 69.460
15516.724, 88.537, 69.397
15517.090, 88.536, 69.330
15517.456, 88.532, 69.272
15517.822, 88.526, 69.233
15518.188, 88.521, 69.221
15518.555, 88.518, 69.231
15518.921, 88.519, 69.243
15519.287, 88.525, 69.235
15519.653, 88.530, 69.195
15520.020, 88.533, 69.131
15520.386, 88.530, 69.067
15520.752, 88.525, 69.026
15521.118, 88.520, 69.011
15521.484, 88.520, 69.004
15521.851, 88.522, 68.983
15522.217, 88.525, 68.933
15522.583, 88.525, 68.867
15522.949, 88.521, 68.805
15523.315, 88.515, 68.766
15523.682, 88.512, 68.746
15524.048, 88.513, 68.725
15524.414, 88.516, 68.685
15524.780, 88.519, 68.622
15525.146, 88.519, 68.548
15525.513, 88.517, 68.479
15525.879, 88.515, 68.420
15526.245, 88.513, 68.361
15526.611, 88.512, 68.295
15526.978, 88.509, 68.224
15527.344, 88.503, 68.165
15527.710, 88.497, 68.131
15528.076, 88.494, 68.119
15528.442, 88.495, 68.110
15528.809, 88.500, 68.080
15529.175, 88.504, 68.020
15529.541, 88.503, 67.946
15529.907, 88.499, 67.883
15530.273, 88.493, 67.849
15530.640, 88.489, 67.842
15531.006, 88.488, 67.846
15531.372, 88.490, 67.842
15531.738, 88.494, 67.826
15532.104, 88.498, 67.800
15532.471, 88.502, 67.767
15532.837, 88.506, 67.724
15533.203, 88.510, 67.665
15533.569, 88.511, 67.592
15533.936, 88.508, 67.517
15534.302, 88.502, 67.461
15534.668, 88.495, 67.434
15535.034, 88.491, 67.430
15535.400, 88.491, 67.428
15535.767, 88.494, 67.407
15536.133, 88.497, 67.362
15536.499, 88.497, 67.306
15536.865, 88.494, 67.257
15537.231, 88.492, 67.224
15537.598, 88.491, 67.202
15537.964, 88.493, 67.173
15538.330, 88.496, 67.125
15538.696, 88.498, 67.058
15539.062, 88.496, 66.986
15539.429, 88.492, 66.924
15539.795, 88.488, 66.877
15540.161, 88.484, 66.838
15540.527, 88.482, 66.799
15540.894, 88.479, 66.757
15541.260, 88.475, 66.719
15541.626, 88.471, 66.694
15541.992, 88.468, 66.683
15542.358, 88.469, 66.673
15542.725, 88.472, 66.647
15543.091, 88.474, 66.597
15543.457, 88.474, 66.535
15543.823, 88.470, 66.484
15544.189, 88.466, 66.461
15544.556, 88.465, 66.458
15544.922, 88.469, 66.447
15545.288, 88.477, 66.401
15545.654, 88.482, 66.313
15546.021, 88.480, 66.208
15546.387, 88.472, 66.126
15546.753, 88.461, 66.092
15547.119, 88.455, 66.097
15547.485, 88.456, 66.107
15547.852, 88.462, 66.087
15548.218, 88.466, 66.030
15548.584, 88.467, 65.957
15548.950, 88.463, 65.895
15549.316, 88.458, 65.860
15549.683, 88.456, 65.840
15550.049, 88.457, 65.814
15550.415, 88.459, 65.768
15550.781, 88.457, 65.711
15551.147, 88.453, 65.664
15551.514, 88.448, 65.638
15551.880, 88.445, 65.631
15552.246, 88.446, 65.623
15552.612, 88.448, 65.601
15552.979, 88.449, 65.563
15553.345, 88.449, 65.521
15553.711, 88.448, 65.484
15554.077, 88.447, 65.455
15554.443, 88.448, 65.424
15554.810, 88.449, 65.381
15555.176, 88.451, 65.325
15555.542, 88.450, 65.260
15555.908, 88.447, 65.194
15556.274, 88.443, 65.133
15556.641, 88.437, 65.081
15557.007, 88.430, 65.044
15557.373, 88.423, 65.030
15557.739, 88.420, 65.037
15558.105, 88.422, 65.048
15558.472, 88.430, 65.036
15558.838, 88.439, 64.978
15559.204, 88.445, 64.877
15559.570, 88.442, 64.763
15559.937, 88.433, 64.678
15560.303, 88.421, 64.650
15560.669, 88.414, 64.675
15561.035, 88.417, 64.714
15561.401, 88.427, 64.717
15561.768, 88.439, 64.658
15562.134, 88.446, 64.547
15562.500, 88.443, 64.424
15562.866, 88.433, 64.334
15563.232, 88.420, 64.299
15563.599, 88.410, 64.312
15563.965, 88.408, 64.341
15564.331, 88.411, 64.352
15564.697, 88.417, 64.324
15565.063, 88.420, 64.262
15565.430, 88.418, 64.186
15565.796, 88.412, 64.122
15566.162, 88.403, 64.085
15566.528, 88.397, 64.075
15566.895, 88.394, 64.077
15567.261, 88.396, 64.069
15567.627, 88.400, 64.036
15567.993, 88.403, 63.975
15568.359, 88.404, 63.895
15568.726, 88.402, 63.816
15569.092, 88.397, 63.749
15569.458, 88.393, 63.698
15569.824, 88.390, 63.654
15570.190, 88.389, 63.605
15570.557, 88.389, 63.546
15570.923, 88.386, 63.482
15571.289, 88.382, 63.425
15571.655, 88.377, 63.389
15572.021, 88.373, 63.371
15572.388, 88.374, 63.360
15572.754, 88.377, 63.337
15573.120, 88.380, 63.290
15573.486, 88.381, 63.227
15573.853, 88.377, 63.166
15574.219, 88.371, 63.130
15574.585, 88.365, 63.128
15574.951, 88.364, 63.148
15575.317, 88.368, 63.160
15575.684, 88.375, 63.138
15576.050, 88.381, 63.075
