* Measurement data measured by REW V5.19
* Source: Input device not selected, no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -20.0 dBFS  With no timing reference
* Dated: Dec 21, 2020 11:50:41 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: FD5 (R) narrow; triple L
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
8174.194, 93.877, -130.191
8174.561, 93.878, -130.165
8174.927, 93.881, -130.136
8175.293, 93.887, -130.119
8175.659, 93.893, -130.119
8176.025, 93.897, -130.129
8176.392, 93.899, -130.139
8176.758, 93.901, -130.142
8177.124, 93.904, -130.140
8177.490, 93.907, -130.140
8177.856, 93.910, -130.146
8178.223, 93.912, -130.155
8178.589, 93.912, -130.158
8178.955, 93.912, -130.149
8179.321, 93.914, -130.129
8179.688, 93.917, -130.105
8180.054, 93.922, -130.087
8180.420, 93.927, -130.078
8180.786, 93.932, -130.078
8181.152, 93.936, -130.080
8181.519, 93.939, -130.081
8181.885, 93.942, -130.080
8182.251, 93.945, -130.078
8182.617, 93.948, -130.077
8182.983, 93.951, -130.078
8183.350, 93.954, -130.081
8183.716, 93.956, -130.085
8184.082, 93.957, -130.088
8184.448, 93.957, -130.086
8184.814, 93.957, -130.078
8185.181, 93.958, -130.062
8185.547, 93.960, -130.043
8185.913, 93.963, -130.026
8186.279, 93.967, -130.019
8186.646, 93.970, -130.019
8187.012, 93.973, -130.023
8187.378, 93.973, -130.022
8187.744, 93.974, -130.012
8188.110, 93.976, -129.994
8188.477, 93.980, -129.975
8188.843, 93.984, -129.962
8189.209, 93.989, -129.958
8189.575, 93.994, -129.961
8189.941, 93.998, -129.968
8190.308, 94.001, -129.976
8190.674, 94.004, -129.982
8191.040, 94.006, -129.986
8191.406, 94.008, -129.986
8191.772, 94.010, -129.980
8192.139, 94.012, -129.971
8192.505, 94.015, -129.962
8192.871, 94.019, -129.956
8193.237, 94.023, -129.958
8193.604, 94.026, -129.962
8193.970, 94.028, -129.965
8194.336, 94.030, -129.960
8194.702, 94.032, -129.947
8195.068, 94.035, -129.932
8195.435, 94.039, -129.923
8195.801, 94.042, -129.922
8196.167, 94.045, -129.924
8196.533, 94.046, -129.922
8196.899, 94.047, -129.911
8197.266, 94.049, -129.892
8197.632, 94.052, -129.870
8197.998, 94.056, -129.852
8198.364, 94.060, -129.840
8198.730, 94.065, -129.834
8199.097, 94.069, -129.832
8199.463, 94.074, -129.836
8199.829, 94.077, -129.845
8200.195, 94.080, -129.859
8200.562, 94.080, -129.871
8200.928, 94.080, -129.874
8201.294, 94.080, -129.865
8201.660, 94.081, -129.848
8202.026, 94.084, -129.834
8202.393, 94.088, -129.828
8202.759, 94.091, -129.829
8203.125, 94.093, -129.831
8203.491, 94.094, -129.824
8203.857, 94.096, -129.809
8204.224, 94.100, -129.793
8204.590, 94.106, -129.786
8204.956, 94.110, -129.791
8205.322, 94.113, -129.803
8205.688, 94.115, -129.809
8206.055, 94.115, -129.802
8206.421, 94.117, -129.783
8206.787, 94.122, -129.764
8207.153, 94.127, -129.756
8207.520, 94.132, -129.759
8207.886, 94.135, -129.767
8208.252, 94.136, -129.767
8208.618, 94.138, -129.756
8208.984, 94.141, -129.739
8209.351, 94.146, -129.727
8209.717, 94.151, -129.730
8210.083, 94.154, -129.742
8210.449, 94.155, -129.753
8210.815, 94.155, -129.749
8211.182, 94.156, -129.728
8211.548, 94.159, -129.701
8211.914, 94.165, -129.684
8212.280, 94.171, -129.688
8212.646, 94.176, -129.709
8213.013, 94.177, -129.732
8213.379, 94.176, -129.740
8213.745, 94.174, -129.727
8214.111, 94.175, -129.700
8214.478, 94.178, -129.673
8214.844, 94.183, -129.659
8215.210, 94.188, -129.659
8215.576, 94.192, -129.666
8215.942, 94.193, -129.671
8216.309, 94.195, -129.667
8216.675, 94.196, -129.657
8217.041, 94.199, -129.645
8217.407, 94.203, -129.637
8217.773, 94.207, -129.635
8218.140, 94.211, -129.639
8218.506, 94.214, -129.648
8218.872, 94.217, -129.659
8219.238, 94.218, -129.669
8219.604, 94.218, -129.672
8219.971, 94.218, -129.666
8220.337, 94.220, -129.652
8220.703, 94.222, -129.635
8221.069, 94.227, -129.624
8221.436, 94.231, -129.620
8221.802, 94.235, -129.622
8222.168, 94.238, -129.623
8222.534, 94.241, -129.620
8222.900, 94.244, -129.614
8223.267, 94.248, -129.609
8223.633, 94.253, -129.609
8223.999, 94.256, -129.614
8224.365, 94.259, -129.616
8224.731, 94.260, -129.608
8225.098, 94.263, -129.591
8225.464, 94.267, -129.571
8225.830, 94.273, -129.560
8226.196, 94.280, -129.563
8226.562, 94.284, -129.577
8226.929, 94.287, -129.592
8227.295, 94.287, -129.599
8227.661, 94.288, -129.596
8228.027, 94.289, -129.587
8228.394, 94.291, -129.581
8228.760, 94.292, -129.579
8229.126, 94.293, -129.574
8229.492, 94.292, -129.557
8229.858, 94.293, -129.527
8230.225, 94.296, -129.493
8230.591, 94.302, -129.469
8230.957, 94.309, -129.465
8231.323, 94.314, -129.478
8231.689, 94.316, -129.494
8232.056, 94.317, -129.500
8232.422, 94.317, -129.492
8232.788, 94.320, -129.478
8233.154, 94.324, -129.472
8233.521, 94.328, -129.477
8233.887, 94.329, -129.487
8234.253, 94.330, -129.487
8234.619, 94.330, -129.470
8234.985, 94.333, -129.443
8235.352, 94.339, -129.423
8235.718, 94.346, -129.422
8236.084, 94.353, -129.441
8236.450, 94.355, -129.467
8236.816, 94.356, -129.482
8237.183, 94.355, -129.478
8237.549, 94.356, -129.460
8237.915, 94.360, -129.440
8238.281, 94.365, -129.431
8238.647, 94.370, -129.433
8239.014, 94.373, -129.438
8239.380, 94.376, -129.437
8239.746, 94.379, -129.429
8240.112, 94.382, -129.418
8240.479, 94.387, -129.414
8240.845, 94.392, -129.420
8241.211, 94.396, -129.432
8241.577, 94.397, -129.442
8241.943, 94.398, -129.440
8242.310, 94.398, -129.425
8242.676, 94.401, -129.402
8243.042, 94.406, -129.382
8243.408, 94.411, -129.373
8243.774, 94.417, -129.378
8244.141, 94.421, -129.393
8244.507, 94.423, -129.408
8244.873, 94.424, -129.415
8245.239, 94.424, -129.411
8245.605, 94.425, -129.401
8245.972, 94.428, -129.390
8246.338, 94.431, -129.384
8246.704, 94.433, -129.383
8247.070, 94.435, -129.380
8247.437, 94.437, -129.373
8247.803, 94.440, -129.363
8248.169, 94.443, -129.355
8248.535, 94.447, -129.354
8248.901, 94.450, -129.360
8249.268, 94.452, -129.364
8249.634, 94.453, -129.358
8250.000, 94.454, -129.340
8250.366, 94.458, -129.318
8250.732, 94.464, -129.306
8251.099, 94.470, -129.309
8251.465, 94.475, -129.324
8251.831, 94.477, -129.339
8252.197, 94.477, -129.341
8252.563, 94.478, -129.328
8252.930, 94.482, -129.310
8253.296, 94.487, -129.298
8253.662, 94.492, -129.300
8254.028, 94.496, -129.311
8254.395, 94.498, -129.321
8254.761, 94.500, -129.322
8255.127, 94.502, -129.315
8255.493, 94.506, -129.309
8255.859, 94.510, -129.312
8256.226, 94.514, -129.325
8256.592, 94.515, -129.340
8256.958, 94.515, -129.347
8257.324, 94.514, -129.337
8257.690, 94.515, -129.313
8258.057, 94.518, -129.287
8258.423, 94.523, -129.267
8258.789, 94.529, -129.258
8259.155, 94.534, -129.259
8259.521, 94.538, -129.261
8259.888, 94.541, -129.260
8260.254, 94.545, -129.255
8260.620, 94.549, -129.249
8260.986, 94.553, -129.246
8261.353, 94.557, -129.248
8261.719, 94.560, -129.254
8262.085, 94.562, -129.257
8262.451, 94.564, -129.256
8262.817, 94.566, -129.248
8263.184, 94.568, -129.237
8263.550, 94.571, -129.227
8263.916, 94.574, -129.221
8264.282, 94.578, -129.219
8264.648, 94.580, -129.219
8265.015, 94.583, -129.218
8265.381, 94.585, -129.215
8265.747, 94.587, -129.209
8266.113, 94.590, -129.203
8266.479, 94.593, -129.198
8266.846, 94.595, -129.195
8267.212, 94.598, -129.191
8267.578, 94.601, -129.184
8267.944, 94.605, -129.176
8268.311, 94.610, -129.172
8268.677, 94.615, -129.176
8269.043, 94.620, -129.193
8269.409, 94.623, -129.217
8269.775, 94.623, -129.236
8270.142, 94.622, -129.240
8270.508, 94.621, -129.224
8270.874, 94.623, -129.196
8271.240, 94.628, -129.171
8271.606, 94.635, -129.162
8271.973, 94.641, -129.171
8272.339, 94.645, -129.188
8272.705, 94.646, -129.199
8273.071, 94.647, -129.193
8273.438, 94.649, -129.175
8273.804, 94.653, -129.154
8274.170, 94.659, -129.144
8274.536, 94.664, -129.148
8274.902, 94.668, -129.162
8275.269, 94.670, -129.173
8275.635, 94.670, -129.172
8276.001, 94.671, -129.158
8276.367, 94.673, -129.137
8276.733, 94.677, -129.115
8277.100, 94.682, -129.102
8277.466, 94.687, -129.098
8277.832, 94.691, -129.102
8278.198, 94.694, -129.106
8278.564, 94.696, -129.107
8278.931, 94.698, -129.103
8279.297, 94.700, -129.095
8279.663, 94.703, -129.087
8280.029, 94.706, -129.082
8280.396, 94.709, -129.079
8280.762, 94.712, -129.076
8281.128, 94.715, -129.071
8281.494, 94.718, -129.065
8281.860, 94.722, -129.060
8282.227, 94.727, -129.061
8282.593, 94.731, -129.069
8282.959, 94.734, -129.080
8283.325, 94.736, -129.091
8283.691, 94.738, -129.097
8284.058, 94.739, -129.095
8284.424, 94.741, -129.085
8284.790, 94.744, -129.072
8285.156, 94.749, -129.060
8285.522, 94.754, -129.053
8285.889, 94.760, -129.055
8286.255, 94.765, -129.066
8286.621, 94.769, -129.082
8286.987, 94.772, -129.097
8287.354, 94.773, -129.105
8287.720, 94.774, -129.104
8288.086, 94.775, -129.096
8288.452, 94.777, -129.083
8288.818, 94.780, -129.067
8289.185, 94.783, -129.051
8289.551, 94.788, -129.037
8289.917, 94.794, -129.033
8290.283, 94.799, -129.041
8290.649, 94.803, -129.060
8291.016, 94.805, -129.080
8291.382, 94.804, -129.089
8291.748, 94.803, -129.080
8292.114, 94.803, -129.055
8292.480, 94.806, -129.029
8292.847, 94.812, -129.013
8293.213, 94.817, -129.013
8293.579, 94.821, -129.022
8293.945, 94.823, -129.029
8294.312, 94.825, -129.026
8294.678, 94.828, -129.016
8295.044, 94.832, -129.006
8295.410, 94.837, -129.003
8295.776, 94.841, -129.010
8296.143, 94.845, -129.021
8296.509, 94.847, -129.030
8296.875, 94.849, -129.033
8297.241, 94.852, -129.032
8297.607, 94.854, -129.030
8297.974, 94.857, -129.027
8298.340, 94.860, -129.023
8298.706, 94.863, -129.016
8299.072, 94.866, -129.007
8299.438, 94.870, -129.000
8299.805, 94.875, -128.999
8300.171, 94.879, -129.001
8300.537, 94.882, -129.001
8300.903, 94.885, -128.997
8301.270, 94.889, -128.990
8301.636, 94.894, -128.986
8302.002, 94.900, -128.990
8302.368, 94.904, -129.004
8302.734, 94.907, -129.020
8303.101, 94.907, -129.028
8303.467, 94.908, -129.022
8303.833, 94.909, -129.005
8304.199, 94.913, -128.986
8304.565, 94.918, -128.975
8304.932, 94.923, -128.975
8305.298, 94.926, -128.983
8305.664, 94.929, -128.988
8306.030, 94.930, -128.985
8306.396, 94.932, -128.975
8306.763, 94.935, -128.965
8307.129, 94.939, -128.960
8307.495, 94.943, -128.960
8307.861, 94.946, -128.962
8308.228, 94.948, -128.961
8308.594, 94.951, -128.956
8308.960, 94.954, -128.949
8309.326, 94.957, -128.945
8309.692, 94.961, -128.945
8310.059, 94.965, -128.950
8310.425, 94.968, -128.955
8310.791, 94.970, -128.957
8311.157, 94.973, -128.955
8311.523, 94.976, -128.949
8311.890, 94.979, -128.942
8312.256, 94.983, -128.937
8312.622, 94.988, -128.937
8312.988, 94.993, -128.942
8313.354, 94.997, -128.952
8313.721, 95.000, -128.961
8314.087, 95.002, -128.967
8314.453, 95.004, -128.967
8314.819, 95.006, -128.961
8315.186, 95.009, -128.954
8315.552, 95.013, -128.948
8315.918, 95.017, -128.944
8316.284, 95.020, -128.942
8316.650, 95.024, -128.939
8317.017, 95.027, -128.937
8317.383, 95.031, -128.937
8317.749, 95.035, -128.939
8318.115, 95.038, -128.943
8318.481, 95.040, -128.946
8318.848, 95.042, -128.945
8319.214, 95.045, -128.940
8319.580, 95.048, -128.936
8319.946, 95.052, -128.936
8320.312, 95.055, -128.938
8320.679, 95.057, -128.941
8321.045, 95.059, -128.939
8321.411, 95.062, -128.931
8321.777, 95.066, -128.923
8322.144, 95.070, -128.920
8322.510, 95.075, -128.926
8322.876, 95.078, -128.936
8323.242, 95.080, -128.944
8323.608, 95.081, -128.942
8323.975, 95.083, -128.930
8324.341, 95.086, -128.915
8324.707, 95.091, -128.904
8325.073, 95.096, -128.902
8325.439, 95.101, -128.906
8325.806, 95.104, -128.910
8326.172, 95.107, -128.910
8326.538, 95.110, -128.905
8326.904, 95.114, -128.898
8327.271, 95.119, -128.894
8327.637, 95.124, -128.897
8328.003, 95.128, -128.907
8328.369, 95.130, -128.918
8328.735, 95.132, -128.925
8329.102, 95.132, -128.924
8329.468, 95.133, -128.913
8329.834, 95.136, -128.897
8330.200, 95.139, -128.882
8330.566, 95.144, -128.871
8330.933, 95.148, -128.869
8331.299, 95.153, -128.872
8331.665, 95.157, -128.878
8332.031, 95.160, -128.884
8332.397, 95.163, -128.890
8332.764, 95.165, -128.896
8333.130, 95.167, -128.901
8333.496, 95.169, -128.900
8333.862, 95.171, -128.894
8334.229, 95.175, -128.884
8334.595, 95.179, -128.876
8334.961, 95.184, -128.875
8335.327, 95.189, -128.882
8335.693, 95.193, -128.891
8336.060, 95.196, -128.897
8336.426, 95.199, -128.896
8336.792, 95.204, -128.893
8337.158, 95.208, -128.896
8337.524, 95.213, -128.906
8337.891, 95.216, -128.919
8338.257, 95.218, -128.926
8338.623, 95.219, -128.921
8338.989, 95.221, -128.906
8339.355, 95.225, -128.891
8339.722, 95.231, -128.886
8340.088, 95.235, -128.892
8340.454, 95.238, -128.900
8340.820, 95.240, -128.903
8341.187, 95.241, -128.894
8341.553, 95.244, -128.879
8341.919, 95.248, -128.867
8342.285, 95.253, -128.863
8342.651, 95.257, -128.868
8343.018, 95.261, -128.876
8343.384, 95.264, -128.882
8343.750, 95.266, -128.886
8344.116, 95.269, -128.890
8344.482, 95.272, -128.895
8344.849, 95.274, -128.899
8345.215, 95.276, -128.898
8345.581, 95.279, -128.894
8345.947, 95.283, -128.889
8346.313, 95.288, -128.892
8346.680, 95.292, -128.903
8347.046, 95.294, -128.919
8347.412, 95.295, -128.928
8347.778, 95.296, -128.923
8348.145, 95.297, -128.904
8348.511, 95.302, -128.879
8348.877, 95.308, -128.862
8349.243, 95.315, -128.862
8349.609, 95.322, -128.876
8349.976, 95.326, -128.895
8350.342, 95.328, -128.907
8350.708, 95.329, -128.906
8351.074, 95.331, -128.894
8351.440, 95.335, -128.881
8351.807, 95.340, -128.873
8352.173, 95.345, -128.873
8352.539, 95.350, -128.879
8352.905, 95.353, -128.883
8353.271, 95.356, -128.883
8353.638, 95.359, -128.880
8354.004, 95.362, -128.876
8354.370, 95.366, -128.874
8354.736, 95.370, -128.877
8355.103, 95.373, -128.880
8355.469, 95.376, -128.881
8355.835, 95.378, -128.879
8356.201, 95.381, -128.876
8356.567, 95.383, -128.872
8356.934, 95.386, -128.867
8357.300, 95.389, -128.862
8357.666, 95.392, -128.855
8358.032, 95.396, -128.849
8358.398, 95.401, -128.848
8358.765, 95.405, -128.855
8359.131, 95.409, -128.867
8359.497, 95.411, -128.878
8359.863, 95.412, -128.883
8360.229, 95.414, -128.879
8360.596, 95.416, -128.869
8360.962, 95.420, -128.859
8361.328, 95.426, -128.856
8361.694, 95.431, -128.862
8362.061, 95.435, -128.873
8362.427, 95.439, -128.884
8362.793, 95.441, -128.891
8363.159, 95.444, -128.892
8363.525, 95.447, -128.888
8363.892, 95.451, -128.883
8364.258, 95.456, -128.879
8364.624, 95.461, -128.878
8364.990, 95.466, -128.883
8365.356, 95.470, -128.892
8365.723, 95.473, -128.902
8366.089, 95.475, -128.907
8366.455, 95.477, -128.904
8366.821, 95.480, -128.894
8367.188, 95.484, -128.884
8367.554, 95.489, -128.879
8367.920, 95.493, -128.884
8368.286, 95.497, -128.894
8368.652, 95.498, -128.901
8369.019, 95.499, -128.898
8369.385, 95.501, -128.884
8369.751, 95.505, -128.867
8370.117, 95.510, -128.858
8370.483, 95.516, -128.862
8370.850, 95.521, -128.875
8371.216, 95.524, -128.888
8371.582, 95.526, -128.894
8371.948, 95.528, -128.892
8372.314, 95.532, -128.889
8372.681, 95.537, -128.892
8373.047, 95.541, -128.902
8373.413, 95.543, -128.913
8373.779, 95.545, -128.916
8374.146, 95.546, -128.906
8374.512, 95.549, -128.888
8374.878, 95.554, -128.870
8375.244, 95.560, -128.862
8375.610, 95.566, -128.865
8375.977, 95.571, -128.874
8376.343, 95.575, -128.882
8376.709, 95.578, -128.886
8377.075, 95.582, -128.887
8377.441, 95.586, -128.890
8377.808, 95.589, -128.895
8378.174, 95.592, -128.900
8378.540, 95.595, -128.902
8378.906, 95.598, -128.901
8379.272, 95.601, -128.899
8379.639, 95.605, -128.901
8380.005, 95.609, -128.910
8380.371, 95.612, -128.923
8380.737, 95.614, -128.934
8381.104, 95.615, -128.936
8381.470, 95.617, -128.929
8381.836, 95.620, -128.917
8382.202, 95.625, -128.907
8382.568, 95.630, -128.904
8382.935, 95.635, -128.910
8383.301, 95.639, -128.920
8383.667, 95.642, -128.928
8384.033, 95.645, -128.929
8384.399, 95.648, -128.922
8384.766, 95.652, -128.912
8385.132, 95.657, -128.906
8385.498, 95.663, -128.909
8385.864, 95.668, -128.923
8386.230, 95.672, -128.942
8386.597, 95.674, -128.957
8386.963, 95.674, -128.962
8387.329, 95.676, -128.957
8387.695, 95.679, -128.948
8388.062, 95.683, -128.942
8388.428, 95.687, -128.944
8388.794, 95.691, -128.955
8389.160, 95.694, -128.966
8389.526, 95.696, -128.971
8389.893, 95.698, -128.966
8390.259, 95.702, -128.957
8390.625, 95.707, -128.952
8390.991, 95.713, -128.959
8391.357, 95.718, -128.975
8391.724, 95.721, -128.993
8392.090, 95.723, -129.005
8392.456, 95.725, -129.005
8392.822, 95.727, -128.998
8393.188, 95.731, -128.989
8393.555, 95.736, -128.986
8393.921, 95.741, -128.988
8394.287, 95.745, -128.991
8394.653, 95.748, -128.992
8395.020, 95.751, -128.986
8395.386, 95.755, -128.976
8395.752, 95.760, -128.967
8396.118, 95.765, -128.962
8396.484, 95.771, -128.965
8396.851, 95.776, -128.974
8397.217, 95.780, -128.988
8397.583, 95.782, -129.000
8397.949, 95.784, -129.005
8398.315, 95.786, -129.001
8398.682, 95.789, -128.992
8399.048, 95.793, -128.984
8399.414, 95.798, -128.984
8399.780, 95.802, -128.993
8400.146, 95.805, -129.005
8400.513, 95.807, -129.011
8400.879, 95.808, -129.007
8401.245, 95.811, -128.996
8401.611, 95.816, -128.987
8401.978, 95.821, -128.985
8402.344, 95.826, -128.990
8402.710, 95.830, -128.999
8403.076, 95.834, -129.006
8403.442, 95.837, -129.011
8403.809, 95.841, -129.016
8404.175, 95.845, -129.025
8404.541, 95.848, -129.035
8404.907, 95.850, -129.040
8405.273, 95.852, -129.036
8405.640, 95.855, -129.025
8406.006, 95.860, -129.017
8406.372, 95.865, -129.018
8406.738, 95.870, -129.029
8407.104, 95.873, -129.043
8407.471, 95.875, -129.050
8407.837, 95.877, -129.044
8408.203, 95.880, -129.030
8408.569, 95.885, -129.019
8408.936, 95.892, -129.020
8409.302, 95.898, -129.036
8409.668, 95.902, -129.060
8410.034, 95.904, -129.079
8410.400, 95.905, -129.087
8410.767, 95.906, -129.084
8411.133, 95.909, -129.075
8411.499, 95.914, -129.070
8411.865, 95.918, -129.073
8412.231, 95.923, -129.083
8412.598, 95.926, -129.092
8412.964, 95.928, -129.096
8413.330, 95.931, -129.093
8413.696, 95.934, -129.088
8414.062, 95.939, -129.087
8414.429, 95.943, -129.093
8414.795, 95.947, -129.100
8415.161, 95.949, -129.102
8415.527, 95.951, -129.094
8415.894, 95.955, -129.078
8416.260, 95.961, -129.064
8416.626, 95.969, -129.062
8416.992, 95.975, -129.074
8417.358, 95.980, -129.094
8417.725, 95.983, -129.110
8418.091, 95.985, -129.116
8418.457, 95.988, -129.115
8418.823, 95.992, -129.114
8419.189, 95.997, -129.121
8419.556, 96.000, -129.133
8419.922, 96.002, -129.144
8420.288, 96.003, -129.145
8420.654, 96.005, -129.134
8421.021, 96.008, -129.118
8421.387, 96.014, -129.108
8421.753, 96.020, -129.110
8422.119, 96.026, -129.125
8422.485, 96.030, -129.149
8422.852, 96.033, -129.171
8423.218, 96.034, -129.184
8423.584, 96.034, -129.184
8423.950, 96.037, -129.174
8424.316, 96.041, -129.162
8424.683, 96.047, -129.157
8425.049, 96.053, -129.167
8425.415, 96.058, -129.188
8425.781, 96.061, -129.212
8426.147, 96.062, -129.224
8426.514, 96.063, -129.220
8426.880, 96.066, -129.204
8427.246, 96.071, -129.188
8427.612, 96.078, -129.185
8427.979, 96.083, -129.194
8428.345, 96.087, -129.208
8428.711, 96.090, -129.214
8429.077, 96.092, -129.208
8429.443, 96.096, -129.194
8429.810, 96.102, -129.186
8430.176, 96.109, -129.189
8430.542, 96.114, -129.205
8430.908, 96.118, -129.223
8431.274, 96.120, -129.235
8431.641, 96.123, -129.239
8432.007, 96.125, -129.239
8432.373, 96.129, -129.242
8432.739, 96.132, -129.248
8433.105, 96.135, -129.255
8433.472, 96.137, -129.257
8433.838, 96.139, -129.252
8434.204, 96.142, -129.244
8434.570, 96.146, -129.236
8434.937, 96.151, -129.233
8435.303, 96.155, -129.234
8435.669, 96.160, -129.236
8436.035, 96.165, -129.240
8436.401, 96.170, -129.247
8436.768, 96.175, -129.260
8437.134, 96.180, -129.277
8437.500, 96.183, -129.293
8437.866, 96.185, -129.303
8438.232, 96.188, -129.304
8438.599, 96.191, -129.301
8438.965, 96.196, -129.301
8439.331, 96.202, -129.308
8439.697, 96.206, -129.322
8440.063, 96.209, -129.337
8440.430, 96.212, -129.348
8440.796, 96.214, -129.352
8441.162, 96.216, -129.349
8441.528, 96.220, -129.344
8441.895, 96.224, -129.340
8442.261, 96.228, -129.337
8442.627, 96.233, -129.338
8442.993, 96.238, -129.342
8443.359, 96.242, -129.351
8443.726, 96.246, -129.364
8444.092, 96.249, -129.377
8444.458, 96.251, -129.383
8444.824, 96.253, -129.380
8445.190, 96.257, -129.370
8445.557, 96.262, -129.363
8445.923, 96.268, -129.367
8446.289, 96.273, -129.381
8446.655, 96.276, -129.399
8447.021, 96.278, -129.410
8447.388, 96.281, -129.410
8447.754, 96.284, -129.401
8448.120, 96.290, -129.396
8448.486, 96.296, -129.402
8448.853, 96.302, -129.420
8449.219, 96.306, -129.443
8449.585, 96.308, -129.459
8449.951, 96.309, -129.464
8450.317, 96.311, -129.459
8450.684, 96.315, -129.450
8451.050, 96.320, -129.444
8451.416, 96.325, -129.443
8451.782, 96.330, -129.447
8452.148, 96.335, -129.453
8452.515, 96.340, -129.461
8452.881, 96.344, -129.471
8453.247, 96.348, -129.481
8453.613, 96.351, -129.490
8453.979, 96.353, -129.496
8454.346, 96.356, -129.497
8454.712, 96.358, -129.495
8455.078, 96.362, -129.492
8455.444, 96.365, -129.489
8455.811, 96.369, -129.487
8456.177, 96.374, -129.486
8456.543, 96.378, -129.488
8456.909, 96.383, -129.493
8457.275, 96.387, -129.502
8457.642, 96.391, -129.513
8458.008, 96.394, -129.524
8458.374, 96.396, -129.528
8458.740, 96.399, -129.527
8459.106, 96.403, -129.521
8459.473, 96.408, -129.518
8459.839, 96.413, -129.521
8460.205, 96.419, -129.531
8460.571, 96.424, -129.548
8460.938, 96.428, -129.565
8461.304, 96.431, -129.580
8461.670, 96.433, -129.590
8462.036, 96.436, -129.594
8462.402, 96.439, -129.594
8462.769, 96.443, -129.593
8463.135, 96.448, -129.594
8463.501, 96.454, -129.602
8463.867, 96.459, -129.616
8464.233, 96.463, -129.635
8464.600, 96.466, -129.652
8464.966, 96.468, -129.663
8465.332, 96.470, -129.667
8465.698, 96.473, -129.665
8466.064, 96.477, -129.662
8466.431, 96.481, -129.663
8466.797, 96.485, -129.667
8467.163, 96.489, -129.669
8467.529, 96.493, -129.668
8467.896, 96.498, -129.665
8468.262, 96.503, -129.665
8468.628, 96.509, -129.673
8468.994, 96.514, -129.689
8469.360, 96.517, -129.707
8469.727, 96.519, -129.718
8470.093, 96.520, -129.716
8470.459, 96.522, -129.703
8470.825, 96.527, -129.687
8471.191, 96.532, -129.678
8471.558, 96.539, -129.680
8471.924, 96.545, -129.693
8472.290, 96.550, -129.710
8472.656, 96.553, -129.726
8473.022, 96.556, -129.737
8473.389, 96.559, -129.744
8473.755, 96.562, -129.749
8474.121, 96.566, -129.754
8474.487, 96.570, -129.762
8474.854, 96.574, -129.771
8475.220, 96.578, -129.782
8475.586, 96.581, -129.793
8475.952, 96.584, -129.800
8476.318, 96.587, -129.804
8476.685, 96.591, -129.805
8477.051, 96.595, -129.807
8477.417, 96.599, -129.811
8477.783, 96.603, -129.817
8478.149, 96.607, -129.822
8478.516, 96.611, -129.824
8478.882, 96.615, -129.823
8479.248, 96.621, -129.822
8479.614, 96.626, -129.828
8479.980, 96.632, -129.840
8480.347, 96.636, -129.857
8480.713, 96.640, -129.873
8481.079, 96.642, -129.883
8481.445, 96.645, -129.887
8481.812, 96.648, -129.888
8482.178, 96.652, -129.889
8482.544, 96.657, -129.894
8482.910, 96.661, -129.901
8483.276, 96.664, -129.908
8483.643, 96.668, -129.913
8484.009, 96.672, -129.917
8484.375, 96.676, -129.921
8484.741, 96.680, -129.928
8485.107, 96.684, -129.936
8485.474, 96.688, -129.945
8485.840, 96.692, -129.951
8486.206, 96.695, -129.954
8486.572, 96.699, -129.952
8486.938, 96.703, -129.948
8487.305, 96.709, -129.946
8487.671, 96.715, -129.951
8488.037, 96.721, -129.966
8488.403, 96.726, -129.988
8488.770, 96.730, -130.009
8489.136, 96.732, -130.023
8489.502, 96.734, -130.027
8489.868, 96.736, -130.024
8490.234, 96.741, -130.022
8490.601, 96.745, -130.026
8490.967, 96.749, -130.035
8491.333, 96.752, -130.043
8491.699, 96.755, -130.044
8492.065, 96.758, -130.039
8492.432, 96.763, -130.034
8492.798, 96.769, -130.036
8493.164, 96.775, -130.049
8493.530, 96.779, -130.067
8493.896, 96.782, -130.082
8494.263, 96.785, -130.090
8494.629, 96.788, -130.092
8494.995, 96.793, -130.093
8495.361, 96.798, -130.100
8495.728, 96.802, -130.112
8496.094, 96.807, -130.125
8496.460, 96.810, -130.137
8496.826, 96.814, -130.145
8497.192, 96.818, -130.152
8497.559, 96.822, -130.162
8497.925, 96.826, -130.174
8498.291, 96.830, -130.188
8498.657, 96.834, -130.199
8499.023, 96.837, -130.208
8499.390, 96.840, -130.214
8499.756, 96.844, -130.220
8500.122, 96.847, -130.225
8500.488, 96.851, -130.229
8500.854, 96.855, -130.232
8501.221, 96.859, -130.237
8501.587, 96.864, -130.244
8501.953, 96.868, -130.254
8502.319, 96.872, -130.264
8502.686, 96.875, -130.271
8503.052, 96.879, -130.273
8503.418, 96.883, -130.273
8503.784, 96.888, -130.274
8504.150, 96.894, -130.282
8504.517, 96.899, -130.296
8504.883, 96.903, -130.314
8505.249, 96.907, -130.330
8505.615, 96.910, -130.340
8505.981, 96.913, -130.345
8506.348, 96.917, -130.347
8506.714, 96.921, -130.350
8507.080, 96.926, -130.358
8507.446, 96.931, -130.368
8507.812, 96.935, -130.379
8508.179, 96.939, -130.388
8508.545, 96.942, -130.392
8508.911, 96.946, -130.396
8509.277, 96.951, -130.401
8509.644, 96.956, -130.408
